Customer ID,Churn Status
ADF0579,1
ADF0644,0
ADF0645,0
ADF0646,0
ADF0647,1
ADF0648,0
ADF0649,0
ADF0650,0
ADF0651,0
ADF0652,0
ADF0653,0
ADF0654,0
ADF0655,0
ADF0656,0
ADF0657,0
ADF0658,0
ADF0659,0
ADF0660,0
ADF0661,0
ADF0662,1
ADF0663,0
ADF0664,0
ADF0665,0
ADF0666,0
ADF0667,0
ADF0668,0
ADF0669,0
ADF0670,0
ADF0671,0
ADF0672,0
ADF0673,0
ADF0674,0
ADF0675,0
ADF0676,0
ADF0677,0
ADF0678,0
ADF0679,0
ADF0680,0
ADF0681,0
ADF0682,0
ADF0683,0
ADF0684,0
ADF0685,0
ADF0686,0
ADF0687,0
ADF0688,0
ADF0689,1
ADF0690,0
ADF0691,0
ADF0692,0
ADF0693,0
ADF0694,0
ADF0695,0
ADF0696,0
ADF0697,0
ADF0698,0
ADF0699,0
ADF0700,0
ADF0701,0
ADF0702,0
ADF0703,0
ADF0704,0
ADF0705,0
ADF0706,0
ADF0707,0
ADF0708,0
ADF0709,0
ADF0710,0
ADF0711,0
ADF0712,0
ADF0713,0
ADF0714,0
ADF0715,0
ADF0716,0
ADF0717,0
ADF0718,0
ADF0719,0
ADF0720,0
ADF0721,0
ADF0722,0
ADF0723,0
ADF0724,0
ADF0725,0
ADF0726,0
ADF0727,0
ADF0728,0
ADF0729,0
ADF0730,0
ADF0731,0
ADF0732,0
ADF0733,0
ADF0734,0
ADF0735,0
ADF0736,0
ADF0737,0
ADF0738,0
ADF0739,0
ADF0740,0
ADF0741,0
ADF0742,0
ADF0743,0
ADF0744,0
ADF0745,0
ADF0746,0
ADF0747,0
ADF0748,0
ADF0749,0
ADF0750,0
ADF0751,0
ADF0752,0
ADF0753,0
ADF0754,0
ADF0755,0
ADF0756,0
ADF0757,0
ADF0758,0
ADF0759,0
ADF0760,0
ADF0761,0
ADF0762,0
ADF0763,0
ADF0764,0
ADF0765,0
ADF0766,0
ADF0767,0
ADF0768,0
ADF0769,0
ADF0770,0
ADF0771,0
ADF0772,1
ADF0773,0
ADF0774,0
ADF0775,0
ADF0776,0
ADF0777,0
ADF0778,0
ADF0779,0
ADF0780,0
ADF0781,0
ADF0782,0
ADF0783,0
ADF0784,0
ADF0785,0
ADF0786,0
ADF0787,0
ADF0788,0
ADF0789,0
ADF0790,0
ADF0791,0
ADF0792,0
ADF0793,0
ADF0794,0
ADF0795,0
ADF0796,0
ADF0797,0
ADF0798,0
ADF0799,0
ADF0800,0
ADF0801,0
ADF0802,0
ADF0803,0
ADF0804,0
ADF0805,0
ADF0806,0
ADF0807,0
ADF0808,0
ADF0809,0
ADF0810,0
ADF0811,0
ADF0812,0
ADF0813,0
ADF0814,0
ADF0815,1
ADF0816,0
ADF0817,0
ADF0818,0
ADF0819,0
ADF0820,1
ADF0821,0
ADF0822,0
ADF0823,0
ADF0824,0
ADF0825,0
ADF0826,0
ADF0827,0
ADF0828,0
ADF0829,0
ADF0830,0
ADF0831,0
ADF0832,0
ADF0833,0
ADF0834,0
ADF0835,0
ADF0836,0
ADF0837,0
ADF0838,0
ADF0839,0
ADF0840,0
ADF0841,0
ADF0842,0
ADF0843,0
ADF0844,0
ADF0845,0
ADF0846,0
ADF0847,0
ADF0848,0
ADF0849,1
ADF0850,0
ADF0851,0
ADF0852,0
ADF0853,0
ADF0854,0
ADF0855,0
ADF0856,0
ADF0857,0
ADF0858,0
ADF0859,1
ADF0860,0
ADF0861,0
ADF0862,0
ADF0863,0
ADF0864,0
ADF0865,0
ADF0866,0
ADF0867,1
ADF0868,0
ADF0869,0
ADF0870,0
ADF0871,0
ADF0872,0
ADF0873,0
ADF0874,1
ADF0875,0
ADF0876,0
ADF0877,0
ADF0878,0
ADF0879,0
ADF0880,0
ADF0881,0
ADF0882,0
ADF0883,0
ADF0884,0
ADF0885,0
ADF0886,1
ADF0887,1
ADF0888,0
ADF0889,0
ADF0890,0
ADF0891,1
ADF0892,0
ADF0893,1
ADF0894,0
ADF0895,0
ADF0896,0
ADF0897,0
ADF0898,0
ADF0899,0
ADF0900,0
ADF0901,0
ADF0902,0
ADF0903,0
ADF0904,0
ADF0905,0
ADF0906,0
ADF0907,1
ADF0908,0
ADF0909,0
ADF0910,0
ADF0911,0
ADF0912,0
ADF0913,0
ADF0914,0
ADF0915,0
ADF0916,0
ADF0917,0
ADF0918,0
ADF0919,1
ADF0920,0
ADF0921,0
ADF0922,0
ADF0923,0
ADF0924,0
ADF0925,0
ADF0926,0
ADF0927,0
ADF0928,0
ADF0929,1
ADF0930,0
ADF0931,1
ADF0932,0
ADF0933,1
ADF0934,1
ADF0935,0
ADF0936,0
ADF0937,0
ADF0938,0
ADF0939,0
ADF0940,0
ADF0941,1
ADF0942,1
ADF0943,0
ADF0944,1
ADF0945,0
ADF0946,1
ADF0947,0
ADF0948,0
ADF0949,0
ADF0950,0
ADF0951,0
ADF0952,0
ADF0953,0
ADF0954,0
ADF0955,0
ADF0956,0
ADF0957,0
ADF0958,1
ADF0959,1
ADF0960,1
ADF0961,0
ADF0962,0
ADF0963,0
ADF0964,0
ADF0965,0
ADF0966,0
ADF0967,1
ADF0968,0
ADF0969,0
ADF0970,1
ADF0971,1
ADF0972,0
ADF0973,0
ADF0974,0
ADF0975,1
ADF0976,0
ADF0977,0
ADF0978,0
ADF0979,0
ADF0980,1
ADF0981,0
ADF0982,0
ADF0983,1
ADF0984,0
ADF0985,0
ADF0986,0
ADF0987,1
ADF0988,0
ADF0989,0
ADF0990,0
ADF0991,1
ADF0992,1
ADF0993,0
ADF0994,1
ADF0995,0
ADF0996,1
ADF0997,0
ADF0998,0
ADF0999,0
ADF1000,1
ADF1001,0
ADF1002,1
ADF1003,0
ADF1004,0
ADF1005,0
ADF1006,0
ADF1007,0
ADF1008,0
ADF1009,0
ADF1010,1
ADF1011,1
ADF1012,0
ADF1013,0
ADF1014,0
ADF1015,0
ADF1016,0
ADF1017,0
ADF1018,1
ADF1019,0
ADF1020,0
ADF1021,0
ADF1022,0
ADF1023,0
ADF1024,0
ADF1025,0
ADF1026,0
ADF1856,0
ADF1857,1
ADF1858,1
ADF1859,0
ADF1860,0
ADF1861,1
ADF1862,1
ADF1863,1
ADF1864,1
ADF1865,1
ADF1866,1
ADF1867,1
ADF1868,1
ADF1869,1
ADF1870,1
ADF1871,1
ADF1872,1
ADF1873,1
ADF1874,1
ADF1875,1
ADF1876,1
ADF1877,0
ADF1878,1
ADF1930,1
ADF1931,0
ADF1932,0
ADF1933,1
ADF1934,1
ADF1935,1
ADF1936,0
ADF1937,1
ADF1938,1
ADF1939,1
ADF1940,1
ADF1941,1
ADF1942,1
ADF1943,1
ADF1944,1
ADF1945,1
ADF1946,1
ADF1947,0
ADF1948,1
ADF1949,1
ADF1950,1
ADF1951,1
ADF1952,1
ADF1953,1
